Collection,Asset,Primary Owner,Second Owner,Sys Admin,Label,STIGs,Benchmarks,Assessed,Submitted,Accepted,Rejected,CAT3,CAT2,CAT1
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B679-RM112,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B679-RM209,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B68-RMM03,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B80-RM216,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B80-RM216-LENEL1,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B80-RM216-LENEL2,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B80-RMB1,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B990-RM120,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B990-RM226,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B990-RM326,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B990-RM422,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B990-RM536,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-FTSTORY,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-STJULIEN,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-WPA-RM113-50,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-WPB0801-135,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-WPB0801-136,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-WPB0801-RM-137,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-WPB801-RMJ004,,,,,2,"Cisco_IOS_XE_Switch_NDM_STIG,Cisco_IOS_XE_Switch_L2S_STIG",100%,100%,35%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO_B111_EDGE1,Ryan Nario,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,97%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO_B111_EDGE2,Ryan Nario,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,97%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-ASD-CLOSED,,,,,2,"Cisco_IOS-XE_Router_RTR_STIG,Cisco_IOS-XE_Router_NDM_STIG",100%,100%,0%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-ASD-RTRSW,,,,,2,"Cisco_IOS_XE_Switch_NDM_STIG,Cisco_IOS_XE_Switch_RTR_STIG",100%,100%,99%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-ASD-SITE1,,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,0%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-ASD-SITE2,,,,,2,"Cisco_IOS-XE_Router_RTR_STIG,Cisco_IOS-XE_Router_NDM_STIG",100%,100%,0%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-ASD1701-RM1-CORE,,,,,3,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_RTR_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,18%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-B111-RM104-CORE,Ryan Nario,,,,4,"Cisco_IOS_XE_Switch_NDM_STIG,Cisco_IOS_XE_Switch_RTR_STIG,Cisco_IOS_XE_Switch_L2S_STIG,Network_Infrastructure_Policy_STIG",100%,100%,91%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-B111-RM104-REM1,Ryan Nario,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,97%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-FTSTORY,Ryan Nario,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,97%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-STJULIEN,Ryan Nario,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,97%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-WPB-AIRPORT,Ryan Nario,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,97%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-WPB-CLOSED,,,,,2,"Cisco_IOS-XE_Router_RTR_STIG,Cisco_IOS-XE_Router_NDM_STIG",100%,100%,0%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-WPB-REMRTR,Ryan Nario,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,97%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-WPB-RTRSW,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_NDM_STIG,Cisco_IOS_XE_Switch_RTR_STIG",100%,100%,99%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPRO-WPB801-RMJ004-CORE,,,,,3,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_RTR_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,21%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPVPRDTEVPN01,Ryan Nario,,,,3,"Cisco_ASA_IPS_STIG,Cisco_ASA_NDM_STIG,Cisco_ASA_VPN_STIG",100%,100%,96%,0%,0,5,0
NP_C10-UnclassCore_1761_Zone A_Network,NPVPRDTEVPN02,Ryan Nario,,,,3,"Cisco_ASA_IPS_STIG,Cisco_ASA_NDM_STIG,Cisco_ASA_VPN_STIG",100%,100%,96%,0%,0,5,0
NP_C10-UnclassCore_1761_Zone A_Network,NPVPRDTEVPN04,Ryan Nario,,,,3,"Cisco_ASA_IPS_STIG,Cisco_ASA_NDM_STIG,Cisco_ASA_VPN_STIG",100%,100%,96%,0%,0,8,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B101-RM114,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B102-RM107,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B102T-RM119C,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B103-RM116,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B103-RM118,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B103-RM131,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B103-RM136,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B103-RM147,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B104-RM103,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B104-RMW29,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B105-RM102,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B106-RM114,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B109-RM108,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B11-RMD16,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B111-R206,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B111-RM104,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B111-RM203,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B111-RM204F,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B111-RM207E,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B111-RM210,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B113-RM114,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B114-RM200,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1170-RM171,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1170-RMM1,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1171-RM106,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1171-RM206,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1171-RM306,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1176-RM115,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1176-RM171A,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B119-RM101,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B119-RM107,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1246-RM100,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1246-RM203,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1251-RM106,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1252-RMC1,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1258-RM134,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1258-RM245,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1258-RM317,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RM210,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RM243,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RM254,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RM261,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RMC2_142,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RMC2_42,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RMC2_5,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RMWC2_123,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1259-RMWC2_4,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B126-RM103,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1272-RM103,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1302-RM121,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1302-RM214A,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1318-RM108,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM110,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM118,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM130,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM138,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM147,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM209,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM217,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM227,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM251,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM308,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM317,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM326,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RM354,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RMB06,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1319-RMB25,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM166,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM203,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM207,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM214,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM221,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM226,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM232,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM246,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM250,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM259,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM265,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM270,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
